"x1lliihq","x1lliihq 2","x1i10hfl href","x193iq5w","html-span","xpdipgo src","x1i10hfl","x1i10hfl href 2","_aacl","x1i10hfl 3","x1i10hfl href 4","_a9ze","x193iq5w 2","_aaqe"
"","","https://www.instagram.com/p/CyUDS2QOuGV/liked_by/","Me gusta","51","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/difgdl/","Ver traducción","","https://instagram.fmex1-6.fna.fbcdn.net/v/t51.2885-19/250919146_877783616462381_3046230409423527948_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-6.fna.fbcdn.net&_nc_cat=105&_nc_ohc=ZqsBiTsiyIkAX9HZH-V&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfCo1c_ba2nouUfFGigsePA30O3V2prG16DZqms_tW8MoQ&oe=65325EE8&_nc_sid=fc8dfb","difgdl","https://www.instagram.com/difgdl/","Participamos en la  con módulos de atención para personas extraviadas y con la participación de elementos de Protección Civil de DIF Guadalajara, donde brindamos apoyo a todos los feligreses que acompañaron a la Virgen de Zapopan en su regreso a la Basílica. ⛪Seguimos refrendando nuestro compromiso de atención con la población tapatía en esta celebración llena de devoción y alegría. ✨Checa toda la galería de fotos 📸 de la  en el siguiente enlace: https://m.facebook.com/story.php?story_fbid=pfbid02fQuLiT1XJgpJveUxsHWy1A9rqyyDRnSRBtmKajmC28K68rYUgBAKKqSxn5e6n5rQl&id=100069392101444&mibextid=Nif5oz","#Romería2023","https://www.instagram.com/explore/tags/romer%C3%ADa2023/","4 d","Responder",""
"","","https://www.instagram.com/p/CyUDS2QOuGV/","","","","","","","","","","","Hace 4 días"
"","","https://www.instagram.com/p/CyTrCOCOce4/liked_by/","Me gusta","174","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/felixgastelum20/","Ver traducción","","https://instagram.fmex1-2.fna.fbcdn.net/v/t51.2885-19/253570576_597148861634112_5464019277276134468_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=afAsLjXo0TUAX_FM8nN&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfDEIwIOwplW7OOW59obfud1ifuksHIfBeFjuuFgCY1dbw&oe=653374BB&_nc_sid=f5838a","felixgastelum20","https://www.instagram.com/felixgastelum20/","Las cuadrillas de Servicios Públicos avanzan limpiando las calles de la","#Romería2023","https://www.instagram.com/explore/tags/romer%C3%ADa2023/","4 d","2 Me gusta",""
"","","https://www.instagram.com/p/CyTrCOCOce4/","","","","","","","","","","","Hace 4 días"
"","","https://www.instagram.com/p/CyTMRVJOalC/liked_by/","Me gusta","60","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/worldmitr/","Ver traducción","","https://instagram.fmex1-6.fna.fbcdn.net/v/t51.2885-19/369647961_814512596887523_8426808833132334700_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-6.fna.fbcdn.net&_nc_cat=111&_nc_ohc=s6bzs9oim4cAX8ndPfM&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfCFx9gsb52z5Ht0SrPSvrAYjj6-7Dkn8CNL_MeMF1VwiA&oe=653368AD&_nc_sid=f5838a","worldmitr","https://www.instagram.com/worldmitr/","Thank You 🙏          for  celebration 🎉 in Guadalajara and","#policia","https://www.instagram.com/explore/tags/policia/","4 d","Responder",""
"","","https://www.instagram.com/p/CyTMRVJOalC/","","","","","","","","","","","Hace 4 días"
"","","https://www.instagram.com/p/CySME3dOfkk/liked_by/","Me gusta","62","","","","","","","","",""
"","","https://www.instagram.com/seramloz79/","Ver traducción","","https://instagram.fmex1-1.fna.fbcdn.net/v/t51.2885-19/307050383_1025352568157154_7650681472413734321_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=OC8XhSFf9OUAX8oHzzG&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfCdTW-maBrWBgwwymofsPH0sEOKRpr3emg8tiwW_193YQ&oe=6532A29B&_nc_sid=fc8dfb","seramloz79","https://www.instagram.com/seramloz79/","Bajo la Coordinación Intermunicipal y el respaldo de las Coordiaciones de  y  estamos preparadas y preparados para este . Las y los Oficiales de ambas coordinaciones ya se encuentran desplegados a lo largo de la ruta que seguirá la Virgen de Zapopan en los Municipios de  y  .","#OperativoRomería2023","https://www.instagram.com/explore/tags/operativoromer%C3%ADa2023/","4 d","",""
"","","https://www.instagram.com/p/CySME3dOfkk/","","","","","","","","","","","Hace 4 días"
"","","https://www.instagram.com/p/CySDtgjukc1/liked_by/","Me gusta","39","","","","","","","","",""
"","","https://www.instagram.com/seramloz79/","Ver traducción","","https://instagram.fmex1-1.fna.fbcdn.net/v/t51.2885-19/307050383_1025352568157154_7650681472413734321_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=OC8XhSFf9OUAX8oHzzG&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfCdTW-maBrWBgwwymofsPH0sEOKRpr3emg8tiwW_193YQ&oe=6532A29B&_nc_sid=fc8dfb","seramloz79","https://www.instagram.com/seramloz79/","Quiero compartirles también el estado de fuerza operativo que, liderado por el Cmte.   hemos implementado con el apoyo de las y los Oficiales de  en esta .","#Romería2023","https://www.instagram.com/explore/tags/romer%C3%ADa2023/","4 d","",""
"","","https://www.instagram.com/p/CySDtgjukc1/","","","","","","","","","","","Hace 4 días"
"","","https://www.instagram.com/p/CyR57zJO8Wg/liked_by/","Me gusta","37","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/difgdl/","Ver traducción","","https://instagram.fmex1-6.fna.fbcdn.net/v/t51.2885-19/250919146_877783616462381_3046230409423527948_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-6.fna.fbcdn.net&_nc_cat=105&_nc_ohc=ZqsBiTsiyIkAX9HZH-V&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfCo1c_ba2nouUfFGigsePA30O3V2prG16DZqms_tW8MoQ&oe=65325EE8&_nc_sid=fc8dfb","difgdl","https://www.instagram.com/difgdl/","Así se vivió la reinauguración del Centro de Desarrollo Infantil No. 8, ubicado en la colonia La Penal. 🏫👧🏻🧒🏻Este espacio completamente renovado, nos permitirá seguir contribuyendo al crecimiento y educación de las niñas y niños tapatíos. ✨","#AccionesQueNosUnen","https://www.instagram.com/explore/tags/accionesquenosunen/","5 d","Responder",""
"","","https://www.instagram.com/p/CyR57zJO8Wg/","","","","","","","","","","","Hace 5 días"
"","","https://www.instagram.com/p/CyRrYL0OS6h/liked_by/","Me gusta","131","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/difgdl/","Ver traducción","","https://instagram.fmex1-6.fna.fbcdn.net/v/t51.2885-19/250919146_877783616462381_3046230409423527948_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-6.fna.fbcdn.net&_nc_cat=105&_nc_ohc=ZqsBiTsiyIkAX9HZH-V&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfCo1c_ba2nouUfFGigsePA30O3V2prG16DZqms_tW8MoQ&oe=65325EE8&_nc_sid=fc8dfb","difgdl","https://www.instagram.com/difgdl/","¡Qué bonita quedó la renovación de nuestro Centro de Desarrollo Infantil No. 8, donde niñas y niños gozaran de mejores espacios para su educación y desarrollo! 👏🏻✨Mira cómo se vivió la reinauguración de este Centro dedicado a la atención infantil en educación inicial:","","","5 d","Responder",""
"","","https://www.instagram.com/p/CyRrYL0OS6h/","","","","","","","","","","","Hace 5 días"
"","","https://www.instagram.com/p/CyRYlSuu2Vu/liked_by/","Me gusta","109","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/mayevillalemus/","Ver traducción","","https://instagram.fmex1-1.fna.fbcdn.net/v/t51.2885-19/302713040_471397014859962_1755053814946898250_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=iKyA_ZeEqNQAX8PqPxN&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfA4WXX-MUNokDlqdTZ7_w7_hj2iDbs8idKIQ1XeJCd4mw&oe=65335D13&_nc_sid=fc8dfb","mayevillalemus","https://www.instagram.com/mayevillalemus/","La educación y desarrollo de las niñas y los niños de Guadalajara es nuestra prioridad, por eso trabajamos por dejarles espacios completamente rehabilitados, dignos y hermosos. Actualmente este Centro de Desarrollo Infantil, brinda atención a 78 niñas y niños, ofreciéndoles Educación Inicial y Preescolar, así como servicios asistenciales de alimentación, atención médica, psicológica y recreativa. Estoy muy agradecida con quienes han hecho esto posible, en especial a mi esposo, Pablo Lemus, por encabezar este proyecto de construcción de la ciudad que todas y todos queremos. Con acciones como esta, estamos dejando una Guadalajara más digna, funcional y bonita para las y los tapatíos.","#accionesquenosunen","https://www.instagram.com/explore/tags/accionesquenosunen/","5 d","1 Me gusta",""
"","","https://www.instagram.com/p/CyRYlSuu2Vu/","","","","","","","","","","","Hace 5 días"
"","","https://www.instagram.com/p/CyRe5XPuijM/liked_by/","Me gusta","81","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/juanjosefrangie/","Ver traducción","","https://instagram.fmex1-2.fna.fbcdn.net/v/t51.2885-19/380259403_2059255401078390_6521757698985470647_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=TUaRLIs4DYIAX-Ki7Pv&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfDs3lxSZ9Csns6-8ulxsS5pQSkq2tQRcqeRJeQ8ZwEh4w&oe=6532A869&_nc_sid=fc8dfb","juanjosefrangie","https://www.instagram.com/juanjosefrangie/","¡Vamos, Charros! 👏🏼👏🏼👏🏼Les platico que está por empezar una nueva temporada para el equipo orgullosamente zapopano . ⚾️Por lo que quiero desearles éxito a sus jugadores y a su directiva por esta gestión, y también por la invitación al nombramiento de su recinto como el estadio Aga, en el que auguro vendrán grandes victorias. ¡Enhorabuena!","","","5 d","Responder",""
"","","https://www.instagram.com/p/CyRe5XPuijM/","","","","","","","","","","","Hace 5 días"
"","","https://www.instagram.com/p/CyRJnt2xu3s/liked_by/","Me gusta","89","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/gomezvazquezint/","Ver traducción","","https://instagram.fmex1-6.fna.fbcdn.net/v/t51.2885-19/323806616_6208215989188997_5317471378578069671_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-6.fna.fbcdn.net&_nc_cat=105&_nc_ohc=oE2e_DpkKbAAX800GP0&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfCYiME-jmfOdU6JxZYEtvl3_DMx-YI-1srf2EhpE7gkvQ&oe=65330C3F&_nc_sid=fc8dfb","gomezvazquezint","https://www.instagram.com/gomezvazquezint/","Our work was recognized this past Friday when we won in two categories at the prestigious Jalisco Architecture Awards.This achievement is a testament to our exceptional team and, most importantly, our founder. His legacy has forever shaped Jalisco's architectural history.        �","#Awards","https://www.instagram.com/explore/tags/awards/","5 d","Responder",""
"","","https://www.instagram.com/p/CyRJnt2xu3s/","","","","","","","","","","","Hace 5 días"
"","","https://www.instagram.com/p/CyRWLc7uX1_/liked_by/","Me gusta","14","","","","","","","","",""
"","","https://www.instagram.com/pcybomberosgdl/","Ver traducción","","https://instagram.fmex1-1.fna.fbcdn.net/v/t51.2885-19/376798279_2299982030197406_4861128092308535141_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=o0t0mQsusWwAX_sPkU3&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfDbvB3EG4nEwNn9D-VcBRkqoIJTkQ0b8dTRbA4J6aj8Vw&oe=653302BA&_nc_sid=fc8dfb","pcybomberosgdl","https://www.instagram.com/pcybomberosgdl/","Estas son algunas recomendaciones a seguir si acudes a la  No dudes en acudir a nuestros oficiales si tienes alguna emergencia.","#Romería2023","https://www.instagram.com/explore/tags/romer%C3%ADa2023/","5 d","",""
"","","https://www.instagram.com/p/CyRWLc7uX1_/","","","","","","","","","","","Hace 5 días"
"","","https://www.instagram.com/p/CyRVhPFuyNU/liked_by/","Me gusta","45","","","","","","","","",""
"","","https://www.instagram.com/difgdl/","Ver traducción","","https://instagram.fmex1-6.fna.fbcdn.net/v/t51.2885-19/250919146_877783616462381_3046230409423527948_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-6.fna.fbcdn.net&_nc_cat=105&_nc_ohc=ZqsBiTsiyIkAX9HZH-V&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfCo1c_ba2nouUfFGigsePA30O3V2prG16DZqms_tW8MoQ&oe=65325EE8&_nc_sid=fc8dfb","difgdl","https://www.instagram.com/difgdl/","Con la finalidad de dignificar y mejorar los espacios destinados a la educación y desarrollo de las niñas y niños de Guadalajara, este mediodía inauguramos la rehabilitación del Centro de Desarrollo Infantil No. 8, ubicado en la colonia La Penal. 🏫👧🏻🧒🏻El Alcalde de Guadalajara, Pablo Lemus Navarro; nuestra Presidenta, ; el Director de Obras Públicas, Francisco Ontiveros Balcázar; y la Directora Diana Vargas Salomón, acudieron a la entrega de este espacio 🏛️🌟, con el cual seguiremos abonando a un mejor desarrollo para las infancias tapatías, que son el presente y futuro de Guadalajara. Las mejoras incluyeron acciones directas en toda la estructura del inmueble: muros, techos, áreas administrativas y de servicios, patio de juegos, patio cívico, entre otros. 🛝Nos enorgullece saber que este es el quinto Centro de Atención Infantil que ha sido rehabilitado en nuestro municipio, el cual actualmente atiende a 78 niñas y niños menores de 6 años.Continuaremos trabajando para construir un ambiente adecuado y estimulante que contribuya al crecimiento y la felicidad de nuestras futuras generaciones. ✨","#AccionesQueNosUnen","https://www.instagram.com/explore/tags/accionesquenosunen/","5 d","",""
"","","https://www.instagram.com/p/CyRVhPFuyNU/","","","","","","","","","","","Hace 5 días"
"","","https://www.instagram.com/p/CyRTpUCOqNE/liked_by/","Me gusta","141","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/quiero_tv/","Ver traducción","","https://instagram.fmex1-1.fna.fbcdn.net/v/t51.2885-19/313301684_475770637694010_767343759958796536_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=aXzLpZDrgDYAX-075aS&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfBXn1CwgKtCgjix7QrY5sxZNiLW2uqjj_c0hyyZ_hQlLA&oe=65338F50&_nc_sid=fc8dfb","quiero_tv","https://www.instagram.com/quiero_tv/","⭐🪡🤩 ¡Qué emoción! Este viernes 13 de octubre es la gran final de  y los participantes harán todo su esfuerzo para brillar en la industria del diseño.No te pierdas el último capítulo del reality show tapatío este viernes a las 18:00 por  .","#GuadalajaraDisueña","https://www.instagram.com/explore/tags/guadalajaradisue%C3%B1a/","5 d","2 Me gusta",""
"","","https://www.instagram.com/p/CyRTpUCOqNE/","","","","","","","","","","","Hace 5 días"
"","","https://www.instagram.com/p/CyQ2sPPuY2s/liked_by/","Me gusta","5","","","","","","","","",""
"","","https://www.instagram.com/arquitectosporlaciudad/","Ver traducción","","https://instagram.fmex1-4.fna.fbcdn.net/v/t51.2885-19/365132623_861373635603573_130542529549603288_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-4.fna.fbcdn.net&_nc_cat=109&_nc_ohc=wanbNLyvP1AAX8Qtco7&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfDPbrzEQ7V5KGXlPWY3xqblQUx19BeNv7jqCJ3-Wgq8tQ&oe=6532C79B&_nc_sid=fc8dfb","arquitectosporlaciudad","https://www.instagram.com/arquitectosporlaciudad/","El Arquitecto  y nuestro grupo, tuvimos la oportunidad de reunirnos con el Alcalde de Zapopan y su equipo de trabajo donde platicamos del parque de las niñas y niños, por el cual recibió este reconocimiento.","#forjandoarquitecturadelfuturo","https://www.instagram.com/explore/tags/forjandoarquitecturadelfuturo/","5 d","",""
"","","https://www.instagram.com/p/CyQ2sPPuY2s/","","","","","","","","","","","Hace 5 días"
"","","https://www.instagram.com/p/CyPbBhPs9ZR/liked_by/","Me gusta","169","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/traficozmg/","Ver traducción","","https://instagram.fmex1-2.fna.fbcdn.net/v/t51.2885-19/381318598_1028213621956019_7118194026801161303_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=fNBTjJ3GXncAX8k29oG&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfD7HCYWBPoguDgYeozgI1xALM3HJ2ciPFIsnQ-M8EEvCw&oe=6532CF1E&_nc_sid=fc8dfb","traficozmg","https://www.instagram.com/traficozmg/","Pablo Lemus se reunió con Ismael del Toro, exalcalde de Guadalajara con quien  acordó  que en la próxima  se presentará el libro sobre la prevención del delito que se trabajó entre el  y  durante las administraciones de ambos","","","5 d","Responder",""
"","","https://www.instagram.com/p/CyPbBhPs9ZR/","","","","","","","","","","","Hace 5 días"
"","","https://www.instagram.com/p/CyPTfOzOlvf/liked_by/","Me gusta","568","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/anti.turista/","Ver traducción","","https://instagram.fmex1-5.fna.fbcdn.net/v/t51.2885-19/373657530_231888433145077_9086298150932705313_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-5.fna.fbcdn.net&_nc_cat=101&_nc_ohc=dUaseZ8uF4QAX_CCW4G&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfDzZjc7QCmQk7sB9gmC5wKrDFz9ShcexUnFSmEk0K9S6g&oe=6532253D&_nc_sid=fc8dfb","anti.turista","https://www.instagram.com/anti.turista/","La primera parte de este recorrido por los bares y cantinas en el centro histórico de Guadalajara fue en Terraza Fundadores 🥃Un restaurante bar en el corazón de Guadalajara. ¿A donde la siguiente paradas? 📍","","","6 d","2 Me gusta",""
"","","https://www.instagram.com/p/CyPTfOzOlvf/","","","","","","","","","","","Hace 6 días"
"","","https://www.instagram.com/p/CyPMiD5M2d1/liked_by/","Me gusta","257","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/checobarrera/","Ver traducción","","https://instagram.fmex1-4.fna.fbcdn.net/v/t51.2885-19/247397247_4481330048600157_2756291647845510416_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-4.fna.fbcdn.net&_nc_cat=109&_nc_ohc=IbbVcVGBOowAX8QxkM9&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfCOO7tr-pqXXWTT8YeE80LMuw1bkFxZGdgZk5Q98bl_lA&oe=6533B3B4&_nc_sid=fc8dfb","checobarrera","https://www.instagram.com/checobarrera/","Gracias por acompañarme en un momento tan importante para mi, sus palabras y voluntad para lograr que los proyectos se cristalicen son esenciales para que su servidor pueda seguir dando  🙌🏻","#ResultadosQueConectan","https://www.instagram.com/explore/tags/resultadosqueconectan/","5 d","Responder",""
"","","https://www.instagram.com/p/CyPMiD5M2d1/","","","","","","","","","","","Hace 6 días"
"","","https://www.instagram.com/p/CyOyF7kpkI5/liked_by/","Me gusta","29","","","","","","","","",""
"","","https://www.instagram.com/cecytejalisco_oficial/","Ver traducción","","https://instagram.fmex1-6.fna.fbcdn.net/v/t51.2885-19/324380197_132428029453409_6897386894048494929_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-6.fna.fbcdn.net&_nc_cat=105&_nc_ohc=6HorYLB9e6AAX9iRoJV&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfCGNk-tYExF-5YjC47PwubdMiG8kYd-iHnrsq8hmuf9wQ&oe=653317C9&_nc_sid=fc8dfb","cecytejalisco_oficial","https://www.instagram.com/cecytejalisco_oficial/","La Secretaría de Educación Jalisco organizó la Gira Recrea Familia 2023 ""La familia como promotora de la cultura de la paz"", evento desarrollado este martes 10 de octubre en la Arena Astros, evento al que asistió la Directora General de nuestro Colegio. 👏🏻Se trata de una iniciativa de la Secretaría de Educación Jalisco para fomentar la participación activa de las familias en el proceso educativo de sus hijos, hijas o tutelados, basada en el principio de formación ciudadana del proyecto educativo Recrea y la metodología de las Comunidades de Aprendizaje para la Vida. ✨ 🧡","#SomosGrandes💖","https://www.instagram.com/explore/tags/somosgrandes%F0%9F%92%96/","6 d","",""
"","","https://www.instagram.com/p/CyOyF7kpkI5/","","","","","","","","","","","Hace 6 días"
"","","https://www.instagram.com/p/CyOsR8UOrbw/liked_by/","Me gusta","99","","","","","","","","",""
"Opciones del comentario","Me gusta","https://www.instagram.com/servmedicosgdl/","Ver traducción","","https://instagram.fmex1-1.fna.fbcdn.net/v/t51.2885-19/386476882_1345395756063810_2133939337585889383_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=U7dj7RM36kIAX_Hr3-y&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfDR2a2Rakjs9BwW-rSG-yyZXnRI_NnUMlqZXRkqXA_51Q&oe=6531D539&_nc_sid=fc8dfb","servmedicosgdl","https://www.instagram.com/servmedicosgdl/","Hoy, Día Mundial de la Salud Mental, la Dra. Silvia Álvarez, nos habla de la importancia de cuidar nuestra salud mental cuando hay cambios significativos en nuestras vidas. 🧠🙌 Recuerda que en caso de emergencia, debes llamar al 911 o acercarte al Servicio de Atención Psicológica de los Servicios Médicos Municipales de Guadalajara 🫶","#DíaMundialDeLaSaludMental","https://www.instagram.com/explore/tags/d%C3%ADamundialdelasaludmental/","6 d","Responder",""
"","","https://www.instagram.com/p/CyOsR8UOrbw/","","","","","","","","","","","Hace 6 días"
"","","https://www.instagram.com/p/CyOqSPsuaVw/liked_by/","Me gusta","34","","","","","","","","",""
"","","https://www.instagram.com/seramloz79/","Ver traducción","","https://instagram.fmex1-1.fna.fbcdn.net/v/t51.2885-19/307050383_1025352568157154_7650681472413734321_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=OC8XhSFf9OUAX8oHzzG&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfCdTW-maBrWBgwwymofsPH0sEOKRpr3emg8tiwW_193YQ&oe=6532A29B&_nc_sid=fc8dfb","seramloz79","https://www.instagram.com/seramloz79/","Por indicación de los alcaldes  del  y  de  , me reuní con Patricia Martínez, titular del  y su equipo de trabajo, para compartir los avances de los proyectos que desde la  hemos impulsado. Para esta intervención, presenté la estructura del nuevo Reglamento de Gestión Integral de Riesgos que contempla la actualización de las Guías Técnicas y la creación del Código de Seguridad Humana y Contra Incendios. Lo anterior con el objetivo de  implementar en un  estos trabajos en toda el Área Metropolitana de Guadalajara, tomando como referencia el Reglamento Interno de Gestión Integral de Riesgos del Municipio de Zapopan y las Guías Técnicas en materia de Protección Civil.","#CoordinaciónIntermunicipal","https://www.instagram.com/explore/tags/coordinaci%C3%B3nintermunicipal/","6 d","",""
"","","https://www.instagram.com/p/CyOqSPsuaVw/","","","","","","","","","","","Hace 6 días"
"","","https://www.instagram.com/p/CyOozBLOBW8/liked_by/","1 Me gusta","","","","","","","","","",""
"","","https://www.instagram.com/megasports.megacable/","Ver traducción","","https://instagram.fmex1-1.fna.fbcdn.net/v/t51.2885-19/274022908_671770157180198_8940938327696044560_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=Fx3PI6WZVA8AX9G2pYc&edm=ALQROFkBAAAA&ccb=7-5&oh=00_AfBGsxQ2DlM6PTSOj0gG6Qr-lVLQttIQiCAXzOIelaBulA&oe=6533A7DD&_nc_sid=fc8dfb","megasports.megacable","https://www.instagram.com/megasports.megacable/","El presidente municipal de Guadalajara Pablo Lemus - Habla respecto a la FanZone F1 y lo que podrán encontrar los aficionados que se den cita en este evento que se llevará a cabo del 27-29 de Octubre.","","","6 d","",""
