"x1lliihq","x1lliihq 3","x1lliihq 4","x1lliihq 5","x1i10hfl href","x193iq5w","html-span","xpdipgo src","x1i10hfl","_aacl","_a9ze","_aaqe","x1i10hfl href 5","xpdipgo src 2","x1i10hfl 5","_aacl 2","x1i10hfl href 7","_a9ze 2","x193iq5w 2","x193iq5w 3","x1i10hfl href 8","xpdipgo src 3","x1i10hfl 6","_aacl 3","x1i10hfl href 11","_a9ze 3","x193iq5w 4","x193iq5w 5","x193iq5w 6","x1lliihq 6","x1i10hfl href 12","xpdipgo src 4","x1i10hfl 8","_aacl 4","x1i10hfl href 14","_a9ze 4","x193iq5w 7","x1lliihq 8","x1lliihq 9","x1i10hfl href 15","xpdipgo src 5","x1i10hfl 9","_aacl 5","x1i10hfl href 17","_a9ze 5","x193iq5w 8","x1lliihq 10","x1lliihq 11","x1i10hfl href 18","xpdipgo src 6","x1i10hfl 10","_aacl 6","x1i10hfl href 20","_a9ze 6","x193iq5w 9","x1lliihq 12","x1lliihq 13","x1i10hfl href 21","xpdipgo src 7","x1i10hfl 11","_aacl 7","x1i10hfl href 23","_a9ze 7","x1lliihq 14","x1lliihq 15","x193iq5w 14"
"","","","","https://www.instagram.com/p/Ctc4hvIMAxU/liked_by/","Me gusta","333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Verificado","Opciones del comentario","Me gusta","Opciones del comentario","https://www.instagram.com/sasildeleon/","Ver traducción","","https://instagram.fmex1-1.fna.fbcdn.net/v/t51.2885-19/39275970_1866007983438326_3911508475464646656_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=RVZQ46dPW0oAX_5x701&edm=ABmJApABAAAA&ccb=7-5&oh=00_AfAy9bwq4WwkFQ1mXvIlaQzyjNz7q66WSGuzdUr1XmsgnA&oe=6517E54D&_nc_sid=b41fef","sasildeleon","Esta mañana me reuní con profesionistas egresados del Exatec del Sureste para hablar sobre los retos que desafían las y los profesionistas de  al concluir sus estudios. Desde el Senado de la República trabajamos en políticas públicas que impulsan a este relevo a materializar sus aspiraciones de emprendimiento y desarrollo empresarial. ¡Gracias por su acompañamiento!","14 sem","","https://www.instagram.com/ana_karenval/","https://instagram.fmex1-4.fna.fbcdn.net/v/t51.2885-19/277691661_1445278542567992_8568154776975911645_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-4.fna.fbcdn.net&_nc_cat=108&_nc_ohc=AGny6DB9Eu8AX8O4S5d&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfCVwxM_ru2qW3gsYpufu1K6WozWYCESKsULhryuZelEZA&oe=65175EDD&_nc_sid=f5838a","ana_karenval","Y próximamente presidenta de México  y aquí en Sinaloa tiene mi apoyo❤️","https://www.instagram.com/p/Ctc4hvIMAxU/c/18027665902534241/","14 sem","Responder","1 Me gusta","https://www.instagram.com/josekobehh/","https://instagram.fmex1-1.fna.fbcdn.net/v/t51.2885-19/317002282_1296691004439938_1049751144373849201_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=LiMYgvWB_RUAX8XS4m3&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfDwrqjFJq0-qwk3teEC-Nlyaa7GRuSA4fOwpv8ftHe_Yw&oe=65192BFF&_nc_sid=f5838a","josekobehh","Porque ? Porque no hay trabajo y no deberían de a ver tanta política y si más tecnología y deportes","https://www.instagram.com/p/Ctc4hvIMAxU/c/17992176014050206/","14 sem","Responder","1 Me gusta","Ver traducción","Me gusta","https://www.instagram.com/elpinchecampbell/","https://instagram.fmex1-1.fna.fbcdn.net/v/t51.2885-19/358354297_681172327157150_6738852563325165127_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=6coXdl5cHzwAX9Ln1jY&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfAUtSyhAODhZr9b6ZIeXqjETYBgpw7Zcnt07FwPK_fDfQ&oe=6518173D&_nc_sid=f5838a","elpinchecampbell","La problemática del por qué se van es a mayor trabajo menor sueldo, mayor esfuerzo menor la paga, Chiapas tiene el estándar de sueldos más. Bajo de México jornadas laborales de 8 hrs divididas en 2 ejemplo entras 8 AM sales a comer a las 2 regreso aa las 5 y culmina a las 7 de igual manera no hay empleo q fomenten el estudio las ""empresas"" en Chiapas que hacen (no contratamos estudiantes) al entrar en entrevistas que es lo primero q preguntan, piensas continuar con tus estudios?? Tienen q decir q no para q los contraten con sueldos mínimos y explotados laboralmente y esa es una realidad del sureste pero para ser más específico en chiapas","https://www.instagram.com/p/Ctc4hvIMAxU/c/18021551563523632/","14 sem","Responder","Opciones del comentario","Me gusta","https://www.instagram.com/cesarestradagz/","https://instagram.fmex1-4.fna.fbcdn.net/v/t51.2885-19/379105444_230309832999031_8417841058524614652_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-4.fna.fbcdn.net&_nc_cat=107&_nc_ohc=amsymr5ANroAX8vHWng&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfDCYKQu_LlSfeiiKoC7PjltVui9hKN2OBObwUn_dad2pA&oe=6518971E&_nc_sid=f5838a","cesarestradagz","👏","https://www.instagram.com/p/Ctc4hvIMAxU/c/18103969495317622/","14 sem","Responder","Opciones del comentario","Me gusta","https://www.instagram.com/montsedeleon/","https://instagram.fmex1-2.fna.fbcdn.net/v/t51.2885-19/268423508_858502481486184_8100601170467051234_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=m-JNDJOlMSMAX_caMfA&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfAulx3P8ed-37bI1fDR21GerNEFJQHr4T_kN-iDFHwKsA&oe=6517B3D6&_nc_sid=f5838a","montsedeleon","💙💙💙💙","https://www.instagram.com/p/Ctc4hvIMAxU/c/18003229834830507/","14 sem","Responder","Opciones del comentario","Me gusta","https://www.instagram.com/fcozorrilla/","https://instagram.fmex1-6.fna.fbcdn.net/v/t51.2885-19/340972086_533151925645504_3726444510877282174_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-6.fna.fbcdn.net&_nc_cat=104&_nc_ohc=a4dUdaCEwn8AX9zvItp&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfAk2YJo4E_IYdiECz_zdTcKDef7OJU2bJDRBDSHh-hWKA&oe=6518BF59&_nc_sid=f5838a","fcozorrilla","🙌👏","https://www.instagram.com/p/Ctc4hvIMAxU/c/18041805595463087/","14 sem","Opciones del comentario","Me gusta","Ver traducción"
"","","","","https://www.instagram.com/p/Ctc4hvIMAxU/","","","","","","","13 de junio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","https://www.instagram.com/p/CtSg56EuKLZ/liked_by/","Me gusta","261","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Verificado","Opciones del comentario","Me gusta","Opciones del comentario","https://www.instagram.com/sasildeleon/","Ver traducción","","https://instagram.fmex1-1.fna.fbcdn.net/v/t51.2885-19/39275970_1866007983438326_3911508475464646656_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=RVZQ46dPW0oAX_5x701&edm=ABmJApABAAAA&ccb=7-5&oh=00_AfAy9bwq4WwkFQ1mXvIlaQzyjNz7q66WSGuzdUr1XmsgnA&oe=6517E54D&_nc_sid=b41fef","sasildeleon","Hoy tocó el turno de reunirme con grandes mujeres en Tuxtla Gutiérrez y siempre es enriquecedor escucharlas. Además fue un día especial porque me acompaño mi amiga  presidenta de SUMA Mujeres Construyendo Sociedad. Me llena de emoción encontrar tanta fuerza, tanta esperanza y tanta pasión en cada una de ellas. Gracias por acompañarme, por sus palabras pero sobre todo, por querer tanto como yo a Chiapas. Es tiempo de las mujeres.","15 sem","","https://www.instagram.com/titiviamx/","https://instagram.fmex1-5.fna.fbcdn.net/v/t51.2885-19/358119545_111505448667567_4102517245845910382_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-5.fna.fbcdn.net&_nc_cat=103&_nc_ohc=x9LOzTt8WyEAX_xQBkb&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfDQnt3FRI6sBJkzD3qB2FHwUyrhBvabjpnnQQAzx2W3Og&oe=6517769A&_nc_sid=f5838a","titiviamx","Todas las mujeres formamos parte de la transformación ❤️","https://www.instagram.com/p/CtSg56EuKLZ/c/18011706562656280/","15 sem","Responder","Responder","https://www.instagram.com/fanydeleon/","https://instagram.fmex1-4.fna.fbcdn.net/v/t51.2885-19/377318749_2004664643266137_2631627180692928552_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-4.fna.fbcdn.net&_nc_cat=109&_nc_ohc=BTqv1Pzkkh0AX9o2Tmc&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfBT9Tp5DIm54rNZUtGexvlnjBE4pwkgaLqSfXk595KMdg&oe=6517AF1E&_nc_sid=f5838a","fanydeleon","😍🙌❤️👏🏽","https://www.instagram.com/p/CtSg56EuKLZ/c/17872295837867303/","15 sem","Responder","Responder","Ver traducción","Me gusta","https://www.instagram.com/cesarestradagz/","https://instagram.fmex1-4.fna.fbcdn.net/v/t51.2885-19/379105444_230309832999031_8417841058524614652_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-4.fna.fbcdn.net&_nc_cat=107&_nc_ohc=amsymr5ANroAX8vHWng&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfDCYKQu_LlSfeiiKoC7PjltVui9hKN2OBObwUn_dad2pA&oe=6518971E&_nc_sid=f5838a","cesarestradagz","👏","https://www.instagram.com/p/CtSg56EuKLZ/c/17959164512545435/","15 sem","Responder","Opciones del comentario","Me gusta","https://www.instagram.com/fcozorrilla/","https://instagram.fmex1-6.fna.fbcdn.net/v/t51.2885-19/340972086_533151925645504_3726444510877282174_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-6.fna.fbcdn.net&_nc_cat=104&_nc_ohc=a4dUdaCEwn8AX9zvItp&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfAk2YJo4E_IYdiECz_zdTcKDef7OJU2bJDRBDSHh-hWKA&oe=6518BF59&_nc_sid=f5838a","fcozorrilla","🙌👏","https://www.instagram.com/p/CtSg56EuKLZ/c/18261545971152535/","15 sem","Responder","Opciones del comentario","Me gusta","https://www.instagram.com/montsedeleon/","https://instagram.fmex1-2.fna.fbcdn.net/v/t51.2885-19/268423508_858502481486184_8100601170467051234_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=m-JNDJOlMSMAX_caMfA&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfAulx3P8ed-37bI1fDR21GerNEFJQHr4T_kN-iDFHwKsA&oe=6517B3D6&_nc_sid=f5838a","montsedeleon","¡Es tiempo de las mujeres!","https://www.instagram.com/p/CtSg56EuKLZ/c/18109880863312912/","15 sem","","Opciones del comentario","Me gusta","https://www.instagram.com/jonatan.clemente.3551/","https://instagram.fmex1-4.fna.fbcdn.net/v/t51.2885-19/310443066_511793916977131_7706874744929759423_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-4.fna.fbcdn.net&_nc_cat=107&_nc_ohc=OsG_yqWK99oAX-qK6K4&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfCHkB_uOG2p4HTCCFTJS8U04c9VoKwEd24I6BtIbe3TQw&oe=6518998A&_nc_sid=f5838a","jonatan.clemente.3551","🙌 bendiciones mi Senadora Sasil de León 🦁","https://www.instagram.com/p/CtSg56EuKLZ/c/17945879420641426/","15 sem","Opciones del comentario","Me gusta","Ver traducción"
"","","","","https://www.instagram.com/p/CtSg56EuKLZ/","","","","","","","9 de junio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","https://www.instagram.com/p/CtPAnDbgNt5/liked_by/","Me gusta","228","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Verificado","Opciones del comentario","Me gusta","Opciones del comentario","https://www.instagram.com/sasildeleon/","Ver traducción","","https://instagram.fmex1-1.fna.fbcdn.net/v/t51.2885-19/39275970_1866007983438326_3911508475464646656_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=RVZQ46dPW0oAX_5x701&edm=ABmJApABAAAA&ccb=7-5&oh=00_AfAy9bwq4WwkFQ1mXvIlaQzyjNz7q66WSGuzdUr1XmsgnA&oe=6517E54D&_nc_sid=b41fef","sasildeleon","A todas las mujeres de Tapachula, a las que me acompañaron, a quienes compartieron sus puntos de vista, sus ideas y propuestas: MUCHAS GRACIAS. Es tiempo de las mujeres.","15 sem","","https://www.instagram.com/ana_karenval/","https://instagram.fmex1-4.fna.fbcdn.net/v/t51.2885-19/277691661_1445278542567992_8568154776975911645_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-4.fna.fbcdn.net&_nc_cat=108&_nc_ohc=AGny6DB9Eu8AX8O4S5d&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfCVwxM_ru2qW3gsYpufu1K6WozWYCESKsULhryuZelEZA&oe=65175EDD&_nc_sid=f5838a","ana_karenval","Amiga senadora como me gusta aprender de Ud! ❤️ felicidades!","https://www.instagram.com/p/CtPAnDbgNt5/c/18243825292164165/","15 sem","1 Me gusta","Responder","https://www.instagram.com/montsedeleon/","https://instagram.fmex1-2.fna.fbcdn.net/v/t51.2885-19/268423508_858502481486184_8100601170467051234_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=m-JNDJOlMSMAX_caMfA&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfAulx3P8ed-37bI1fDR21GerNEFJQHr4T_kN-iDFHwKsA&oe=6517B3D6&_nc_sid=f5838a","montsedeleon","😍😍😍","https://www.instagram.com/p/CtPAnDbgNt5/c/18024547009552155/","15 sem","Responder","Responder","Ver traducción","Me gusta","https://www.instagram.com/cesarestradagz/","https://instagram.fmex1-4.fna.fbcdn.net/v/t51.2885-19/379105444_230309832999031_8417841058524614652_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-4.fna.fbcdn.net&_nc_cat=107&_nc_ohc=amsymr5ANroAX8vHWng&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfDCYKQu_LlSfeiiKoC7PjltVui9hKN2OBObwUn_dad2pA&oe=6518971E&_nc_sid=f5838a","cesarestradagz","👏👏👏","https://www.instagram.com/p/CtPAnDbgNt5/c/17861645873954550/","15 sem","Responder","Opciones del comentario","Me gusta","https://www.instagram.com/munnflow/","https://instagram.fmex1-6.fna.fbcdn.net/v/t51.2885-19/335760385_163757349853666_9070242633799908208_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-6.fna.fbcdn.net&_nc_cat=110&_nc_ohc=ZccaLrWZAdcAX9ZK1sU&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfAE9UyDLdh7TtKSMJXuKS9Ey4JMalIPzWbdRHJqA3XEgw&oe=65188610&_nc_sid=f5838a","munnflow","❤️❤️❤️❤️","https://www.instagram.com/p/CtPAnDbgNt5/c/18061718866373540/","15 sem","Responder","Opciones del comentario","Me gusta","https://www.instagram.com/fcozorrilla/","https://instagram.fmex1-6.fna.fbcdn.net/v/t51.2885-19/340972086_533151925645504_3726444510877282174_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-6.fna.fbcdn.net&_nc_cat=104&_nc_ohc=a4dUdaCEwn8AX9zvItp&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfAk2YJo4E_IYdiECz_zdTcKDef7OJU2bJDRBDSHh-hWKA&oe=6518BF59&_nc_sid=f5838a","fcozorrilla","🙌👏","https://www.instagram.com/p/CtPAnDbgNt5/c/18018838762587803/","15 sem","Responder","Opciones del comentario","Me gusta","https://www.instagram.com/fanydeleon/","https://instagram.fmex1-4.fna.fbcdn.net/v/t51.2885-19/377318749_2004664643266137_2631627180692928552_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-4.fna.fbcdn.net&_nc_cat=109&_nc_ohc=BTqv1Pzkkh0AX9o2Tmc&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfBT9Tp5DIm54rNZUtGexvlnjBE4pwkgaLqSfXk595KMdg&oe=6517AF1E&_nc_sid=f5838a","fanydeleon","👏😍","https://www.instagram.com/p/CtPAnDbgNt5/c/17908118792782510/","15 sem","Opciones del comentario","Me gusta","Ver traducción"
"","","","","https://www.instagram.com/p/CtPAnDbgNt5/","","","","","","","8 de junio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","https://www.instagram.com/p/CtK6pI0O3yE/liked_by/","Me gusta","203","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Verificado","Opciones del comentario","Me gusta","Opciones del comentario","https://www.instagram.com/sasildeleon/","Ver traducción","","https://instagram.fmex1-1.fna.fbcdn.net/v/t51.2885-19/39275970_1866007983438326_3911508475464646656_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=RVZQ46dPW0oAX_5x701&edm=ABmJApABAAAA&ccb=7-5&oh=00_AfAy9bwq4WwkFQ1mXvIlaQzyjNz7q66WSGuzdUr1XmsgnA&oe=6517E54D&_nc_sid=b41fef","sasildeleon","Estar con tantas mujeres entusiastas y alegres siempre me llena de energía. Tuve la fortuna de reunirme con amigas de Tapachula para conversar sobre las principales inquietudes de su municipio. La visión que tienen sobre las necesidades de la perla del Soconusco, las propuestas, pero sobre todo el amor por su tierra me llenan de orgullo y me comprometen a seguir trabajando por la frontera sur de México.","15 sem","","https://www.instagram.com/nancy.lopezruiz.1/","https://instagram.fmex1-6.fna.fbcdn.net/v/t51.2885-19/279703457_323843603221583_8275395566152589651_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-6.fna.fbcdn.net&_nc_cat=111&_nc_ohc=iVklBbJ_zRwAX_gJNi0&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfDVInPVkjXVZiHMNny2HxwUP-qt2cmhYrMnBvj90Zb-8g&oe=65184E7D&_nc_sid=f5838a","nancy.lopezruiz.1","Sasil es la mejor opción, lo saben todos y todas.","https://www.instagram.com/p/CtK6pI0O3yE/c/17959279748389879/","15 sem","Responder","Responder","https://www.instagram.com/fanydeleon/","https://instagram.fmex1-4.fna.fbcdn.net/v/t51.2885-19/377318749_2004664643266137_2631627180692928552_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-4.fna.fbcdn.net&_nc_cat=109&_nc_ohc=BTqv1Pzkkh0AX9o2Tmc&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfBT9Tp5DIm54rNZUtGexvlnjBE4pwkgaLqSfXk595KMdg&oe=6517AF1E&_nc_sid=f5838a","fanydeleon","👏👏👏","https://www.instagram.com/p/CtK6pI0O3yE/c/17991822910873723/","15 sem","1 Me gusta","Responder","Ver traducción","Me gusta","https://www.instagram.com/ercktapa/","https://instagram.fmex1-5.fna.fbcdn.net/v/t51.2885-19/332832546_584960713551915_5706386317029275369_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-5.fna.fbcdn.net&_nc_cat=103&_nc_ohc=XpHNnj3lZHUAX-WjtaW&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfCYVK3OObkMkp69nZt9Cr9ElAd5RpVDAkfP6Q3nFYyMMQ&oe=6518C029&_nc_sid=f5838a","ercktapa","❤️❤️❤️❤️","https://www.instagram.com/p/CtK6pI0O3yE/c/17879229131879642/","15 sem","Responder","Opciones del comentario","Me gusta","https://www.instagram.com/fcozorrilla/","https://instagram.fmex1-6.fna.fbcdn.net/v/t51.2885-19/340972086_533151925645504_3726444510877282174_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-6.fna.fbcdn.net&_nc_cat=104&_nc_ohc=a4dUdaCEwn8AX9zvItp&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfAk2YJo4E_IYdiECz_zdTcKDef7OJU2bJDRBDSHh-hWKA&oe=6518BF59&_nc_sid=f5838a","fcozorrilla","🙌👏","https://www.instagram.com/p/CtK6pI0O3yE/c/17860863608918011/","15 sem","Responder","Opciones del comentario","Me gusta","https://www.instagram.com/renegonzaleza_/","https://instagram.fmex1-6.fna.fbcdn.net/v/t51.2885-19/337864947_238632291900262_6756311274188441016_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-6.fna.fbcdn.net&_nc_cat=110&_nc_ohc=wGAxOjCgJn8AX_ocQMl&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfDE5ucCV-9JYUZEIzW4haTZmSovIl19SuEEDvNgsZj4kA&oe=651793A2&_nc_sid=f5838a","renegonzaleza_","Estamos con usted senadora 👏🏻","https://www.instagram.com/p/CtK6pI0O3yE/c/17979819722063989/","15 sem","Responder","Opciones del comentario","Me gusta","https://www.instagram.com/nancy.lopezruiz.1/","https://instagram.fmex1-6.fna.fbcdn.net/v/t51.2885-19/279703457_323843603221583_8275395566152589651_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-6.fna.fbcdn.net&_nc_cat=111&_nc_ohc=iVklBbJ_zRwAX_gJNi0&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfDVInPVkjXVZiHMNny2HxwUP-qt2cmhYrMnBvj90Zb-8g&oe=65184E7D&_nc_sid=f5838a","nancy.lopezruiz.1","👏","https://www.instagram.com/p/CtK6pI0O3yE/c/17891372738828534/","15 sem","Opciones del comentario","Me gusta","Ver traducción"
"","","","","https://www.instagram.com/p/CtK6pI0O3yE/","","","","","","","6 de junio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","https://www.instagram.com/p/CtH-q6pA_Bw/liked_by/","Me gusta","209","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Verificado","Opciones del comentario","Me gusta","Opciones del comentario","https://www.instagram.com/sasildeleon/","Ver traducción","","https://instagram.fmex1-1.fna.fbcdn.net/v/t51.2885-19/39275970_1866007983438326_3911508475464646656_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=RVZQ46dPW0oAX_5x701&edm=ABmJApABAAAA&ccb=7-5&oh=00_AfAy9bwq4WwkFQ1mXvIlaQzyjNz7q66WSGuzdUr1XmsgnA&oe=6517E54D&_nc_sid=b41fef","sasildeleon","Hoy celebramos el  🌳🍃. Desde nuestro Chiapas amado refrendamos el compromiso de mitigación ambiental. Nuestras hijas e hijos también tienen derecho a conocer los hermosos paisajes de Chiapas.","16 sem","","https://www.instagram.com/montsedeleon/","https://instagram.fmex1-2.fna.fbcdn.net/v/t51.2885-19/268423508_858502481486184_8100601170467051234_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=m-JNDJOlMSMAX_caMfA&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfAulx3P8ed-37bI1fDR21GerNEFJQHr4T_kN-iDFHwKsA&oe=6517B3D6&_nc_sid=f5838a","montsedeleon","😍😍😍","https://www.instagram.com/p/CtH-q6pA_Bw/c/18011486932642356/","16 sem","Responder","Responder","https://www.instagram.com/fanydeleon/","https://instagram.fmex1-4.fna.fbcdn.net/v/t51.2885-19/377318749_2004664643266137_2631627180692928552_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-4.fna.fbcdn.net&_nc_cat=109&_nc_ohc=BTqv1Pzkkh0AX9o2Tmc&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfBT9Tp5DIm54rNZUtGexvlnjBE4pwkgaLqSfXk595KMdg&oe=6517AF1E&_nc_sid=f5838a","fanydeleon","👏👏👏","https://www.instagram.com/p/CtH-q6pA_Bw/c/17993722111942343/","16 sem","Responder","Responder","","Me gusta","https://www.instagram.com/ercktapa/","https://instagram.fmex1-5.fna.fbcdn.net/v/t51.2885-19/332832546_584960713551915_5706386317029275369_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-5.fna.fbcdn.net&_nc_cat=103&_nc_ohc=XpHNnj3lZHUAX-WjtaW&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfCYVK3OObkMkp69nZt9Cr9ElAd5RpVDAkfP6Q3nFYyMMQ&oe=6518C029&_nc_sid=f5838a","ercktapa","❤️❤️🦁","https://www.instagram.com/p/CtH-q6pA_Bw/c/17984759378174443/","16 sem","Responder","Opciones del comentario","Me gusta","https://www.instagram.com/fcozorrilla/","https://instagram.fmex1-6.fna.fbcdn.net/v/t51.2885-19/340972086_533151925645504_3726444510877282174_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-6.fna.fbcdn.net&_nc_cat=104&_nc_ohc=a4dUdaCEwn8AX9zvItp&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfAk2YJo4E_IYdiECz_zdTcKDef7OJU2bJDRBDSHh-hWKA&oe=6518BF59&_nc_sid=f5838a","fcozorrilla","🙌👏","https://www.instagram.com/p/CtH-q6pA_Bw/c/18293626699108835/","16 sem","Responder","Opciones del comentario","Me gusta","https://www.instagram.com/luceroelenaruiz/","https://instagram.fmex1-6.fna.fbcdn.net/v/t51.2885-19/334165407_952678295914349_8885840038440568952_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-6.fna.fbcdn.net&_nc_cat=105&_nc_ohc=eaDNkmvnPgIAX8Az_qm&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfCrE9UHjXX-ztlxmjSIFyvDZQz3Y8tj7deJVE4EMBeDjw&oe=6518ED2F&_nc_sid=f5838a","luceroelenaruiz","👏👏👏👏😍","https://www.instagram.com/p/CtH-q6pA_Bw/c/17879036705887483/","16 sem","Responder","Opciones del comentario","Me gusta","https://www.instagram.com/sora_miguel/","https://instagram.fmex1-5.fna.fbcdn.net/v/t51.2885-19/346132485_1217574208950541_2939993125974584256_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex1-5.fna.fbcdn.net&_nc_cat=101&_nc_ohc=jz_DOqYucOAAX9vPr7v&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfCIduKfc6ApwhiNrRVqB7qa9rY87jdIESR8BJkfEocfNg&oe=65185194&_nc_sid=f5838a","sora_miguel","👏👏👏","https://www.instagram.com/p/CtH-q6pA_Bw/c/17891468783828220/","16 sem","Opciones del comentario","Me gusta",""
"","","","","https://www.instagram.com/p/CtH-q6pA_Bw/","","","","","","","5 de junio","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
